id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine colour
300,8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6,0
301,11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,7,0
302,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7,1
303,6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,6,1
304,6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11,6,1
305,8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,0
306,9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,7,0
307,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5,0
308,7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,6,0
309,8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5,0
310,7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,5,1
311,7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5,0
312,5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,6,0
313,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5,1
314,7.6,0.48,0.37,0.8,0.037,4,100,0.9902,3.03,0.39,11.4,4,1
315,10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,5,0
316,7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6,1
317,7.6,0.18,0.46,10.2,0.055,58,135,0.9968,3.14,0.43,9.9,6,1
318,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5,1
319,5.6,0.615,0,1.6,0.089,16,59,0.9943,3.58,0.52,9.9,5,0
320,7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,1
321,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,0
322,6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,5,0
323,6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6,0
324,13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6,0
325,7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6,1
326,8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,5,1
327,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,0
328,7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,5,0
329,7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5,0
330,6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,5,1
331,9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6,0
332,5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,5,1
333,8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,5,1
334,7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,4,0
335,6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,7,0
336,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,1
337,7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6,1
338,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5,1
339,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,1
340,8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,4,1
341,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5,1
342,8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,0
343,10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,0
344,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,7,0
345,4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,5,1
346,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,0
347,6,0.27,0.4,1.7,0.021,18,82,0.9891,3.24,0.95,13.13333333,6,1
348,7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5,0
349,7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,5,1
350,8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,5,0
351,10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,6,0
352,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,5,1
353,10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7,0
354,6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6,0
355,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,1
356,7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,5,0
357,7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,5,0
358,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,1
359,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,1
360,6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,5,0
361,10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,8,0
362,6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,6,1
363,11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7,0
364,8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6,0
365,6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,1
366,7.3,0.145,0.33,1.1,0.042,14,64,0.99012,3.1,0.37,11.8,7,1
367,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,0
368,7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6,1
369,9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,5,0
370,8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,4,0
371,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,0
372,10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,0
373,8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,6,1
374,6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,6,0
375,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,5,1
376,6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9,6,1
377,8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,7,0
378,7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5,1
379,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,1
380,6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9,6,1
381,8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,6,1
382,8,0.2,0.44,1,0.057,24,111,0.99158,3.09,0.32,11.2,6,1
383,7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,1
384,7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,5,0
385,5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,5,0
386,6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,5,1
387,7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6,1
388,6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7,1
389,7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6,0
390,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5,1
391,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,0
392,6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,5,0
393,6.9,0.48,0.36,3.5,0.03,31,135,0.9904,3.14,0.38,12.2,7,1
394,6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,6,1
395,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,0
396,5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6,1
397,12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,6,0
398,8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7,0
399,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7,1
400,6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,7,1
401,10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,0
402,7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,5,0
403,7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,5,1
404,6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,5,0
405,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6,1
406,7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,7,1
407,6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6,1
408,9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7,0
409,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,5,1
410,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6,0
411,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,0
412,5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,1
413,14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,6,0
414,6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6,1
415,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,1
416,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5,0
417,6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,5,1
418,6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,6,0
419,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,0
420,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6,1
421,7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,0
422,11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,0
423,5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6,1
424,6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,6,1
425,7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4,1
426,11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,0
427,5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7,1
428,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5,1
429,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,0
430,6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5,1
431,7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7,1
432,8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6,0
433,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,0
434,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,0
435,6.6,0.15,0.34,5.1,0.055,34,125,0.9942,3.36,0.42,9.6,5,1
436,6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5,6,1
437,5.1,0.26,0.33,1.1,0.027,46,113,0.98946,3.35,0.43,11.4,7,1
438,7.7,0.31,0.26,7.8,0.031,23,90,0.9944,3.13,0.5,10.4,5,1
439,13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7,0
440,7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1,4,1
441,7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8,1
442,8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7,0
443,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5,0
444,7.9,0.32,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2,6,0
445,15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,0
446,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,1
447,6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,6,1
448,7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6,0
449,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6,0
450,7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6,1
451,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55,6,1
452,8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9,5,1
453,7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,6,0
454,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,0
455,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6,1
456,7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5,1
457,7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,6,0
458,6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,5,1
459,7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,0
460,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5,0
461,6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8,1
462,6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2,7,1
463,7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5,0
464,7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,5,0
465,7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6,1
466,7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6,1
467,8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6,0
468,8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,6,0
469,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,1
470,6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1,6,1
471,9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,0
472,6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,6,0
473,6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6,0
474,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6,0
475,6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6,1
476,8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5,0
477,9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6,0
478,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,1
479,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6,1
480,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,1
481,7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6,1
482,7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,5,0
483,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5,1
484,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,0
485,6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5,0
486,10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,0
487,5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7,0
488,9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5,0
489,10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6,0
490,7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,6,1
491,6.2,0.43,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9,4,1
492,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5,1
493,7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,5,0
494,6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,6,0
495,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,1
496,7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,6,1
497,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,1
498,7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6,0
499,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,6,1
500,6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,5,1
501,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7,1
502,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,1
503,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6,1
504,6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,5,0
505,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,1
506,6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6,1
507,9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6,0
508,6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,6,1
509,7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8,7,1
510,8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,5,1
511,5.2,0.405,0.15,1.45,0.038,10,44,0.99125,3.52,0.4,11.6,4,1
512,7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6,0
513,8,0.23,0.37,9.6,0.054,23,159,0.99795,3.32,0.47,9.8,4,1
514,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5,0
515,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,1
516,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,0
517,6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,7,1
518,7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,5,1
519,6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,7,0
520,7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6,0
521,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,0
522,7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,5,0
523,5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6,0
524,7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,5,1
525,7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6,0
526,8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,5,0
527,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,0
528,7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5,0
529,5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,6,1
530,7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,0
531,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,1
532,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7,1
533,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,1
534,6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,5,0
535,7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,5,0
536,5.8,0.18,0.37,1.2,0.036,19,74,0.98853,3.09,0.49,12.7,7,1
537,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,0
538,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4,1
539,7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7,1
540,9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,0
541,8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,5,0
542,5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6,1
543,8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,6,0
544,6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,4,1
545,11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,6,0
546,6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,6,0
547,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,0
548,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,1
549,7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,4,1
550,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,1
551,7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5,1
552,7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7,0
553,6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,6,1
554,6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6,0
555,7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6,1
556,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5,0
557,8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,5,0
558,7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5,0
559,9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,0
560,6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,5,1
561,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,1
562,8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,0
563,8.1,0.28,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9,4,1
564,4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,5,1
565,7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,5,0
566,12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,5,0
567,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,1
568,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5,1
569,8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6,0
570,7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6,0
571,5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,5,1
572,6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6,1
573,6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,6,1
574,9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,5,0
575,7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,6,0
576,6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6,0
577,6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,6,0
578,6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6,1
579,4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,1
580,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5,0
581,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,0
582,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,7,1
583,6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7,1
584,7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7,0
585,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,1
586,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,1
587,11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,6,0
588,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5,1
589,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,1
590,6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,4,0
591,6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,5,1
592,7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5,0
593,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6,1
594,7.3,0.39,0.31,2.4,0.074,9,46,0.9962,3.41,0.54,9.4,6,0
595,6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,4,1
596,6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,7,1
597,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,1
598,7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,7,1
599,7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,7,0
600,8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,6,1
